Institution_Sector_at_Entry,Race/Ethnicity,Starting_Enrollment_Intensity,Metric,2015,2016,2017,2018,2019,2020,2021,2022
All Sectors,International,Total,Retention Rate,39476.0,40058.0,33564.0,30940.0,30478.0,21342.0,29593.0,30874.0
All Sectors,International,Full-Time,Retention Rate,0.7449099287808966,0.7318956221695061,0.7790523477293155,0.787733916131676,0.7529903170685399,0.781705173279759,0.7836217775374076,0.7771983683081711
All Sectors,International,Full-Time,Retention Rate,0.800125680770842,0.8003450506793185,0.8317424988229252,0.8438737877339161,0.8037782418834251,0.8404696132596685,0.8428880475932937,0.8422137179864586
All Sectors,International,Full-Time,Retention Rate,23870.0,23185.0,23363.0,21963.0,21068.0,15928.0,22188.0,23779.0
All Sectors,International,Part-Time,Retention Rate,0.4796211939582834,0.2713695284613939,0.4758381502890173,0.4780189204229271,0.5327715355805244,0.5539299081320177,0.4943679599499374,0.5254470426409904
All Sectors,International,Part-Time,Retention Rate,0.5471110045552625,0.3289498403156115,0.5486705202312139,0.5400667779632721,0.5858302122347067,0.6148349778836338,0.5535043804755945,0.578748280605227
All Sectors,International,Part-Time,Retention Rate,8342.0,10646.0,4325.0,3594.0,3204.0,2939.0,3196.0,2908.0
All Sectors,International,Non-Credential,Retention Rate,0.4205735093309057,0.4875498007968127,0.4524180967238689,0.3886685552407932,0.3946815955213436,0.4796633941093969,0.4285714285714285,0.4569672131147541
All Sectors,International,Non-Credential,Retention Rate,0.4906690942193901,0.5552788844621513,0.5132605304212169,0.4577903682719547,0.4380685794261721,0.5722300140252454,0.5027262813522355,0.5491803278688525
All Sectors,International,Non-Credential,Retention Rate,2197.0,2008.0,1923.0,1765.0,1429.0,713.0,917.0,976.0
All Sectors,International,Program Unknown,Retention Rate,0.1989342806394316,0.2071580943351505,0.2221097900328864,0.2305140961857379,0.2545530667783127,0.4812712826333711,0.3465978128797083,0.2161320460915602
All Sectors,International,Program Unknown,Retention Rate,0.254391158476416,0.2614363593268547,0.2696686061219327,0.2761194029850746,0.2922336194264182,0.5732122587968218,0.3976306196840826,0.2703207723450638
All Sectors,International,Program Unknown,Retention Rate,5067.0,4219.0,3953.0,3618.0,4777.0,1762.0,3292.0,3211.0
All Sectors,Unknown/Missing,Total,Retention Rate,0.5520589837278442,0.6497876031568839,0.663232240745728,0.6668384740915481,0.6509355241936814,0.6755463920992512,0.6791079296881125,0.6907206996233919
All Sectors,Unknown/Missing,Total,Retention Rate,0.6100810203572158,0.7038888961122184,0.7156851332215552,0.7196474447011681,0.6957361336943724,0.7129379175835378,0.7175470026500244,0.7275369217952803
All Sectors,Unknown/Missing,Total,Retention Rate,352504.0,538379.0,575545.0,618910.0,606398.0,475803.0,510184.0,520966.0
All Sectors,Unknown/Missing,Full-Time,Retention Rate,0.6788380351868964,0.7512328459745731,0.7571328060841512,0.7567266052506978,0.747949439315291,0.7553437694325034,0.7647764715453769,0.7802016969111386
All Sectors,Unknown/Missing,Full-Time,Retention Rate,0.7435542026779729,0.8064699552758668,0.8108444536476435,0.8102129812400952,0.7938894832543048,0.7903804039257036,0.8024930846519953,0.817058687359723
All Sectors,Unknown/Missing,Full-Time,Retention Rate,220764.0,392182.0,424973.0,462529.0,454266.0,369870.0,393328.0,397428.0
All Sectors,Unknown/Missing,Part-Time,Retention Rate,0.3986012330923162,0.4308393384933227,0.4399530665435625,0.4479752004195699,0.4012842639104486,0.436270605230117,0.4339096349270714,0.457130043784594
All Sectors,Unknown/Missing,Part-Time,Retention Rate,0.438434138432955,0.4729792513072961,0.4824624676611174,0.4916366973851802,0.4365243884801913,0.4741396767965871,0.4690775488136051,0.4898799759243742
All Sectors,Unknown/Missing,Part-Time,Retention Rate,84503.0,101163.0,103977.0,106776.0,103717.0,74071.0,81381.0,84733.0
All Sectors,Unknown/Missing,Non-Credential,Retention Rate,0.25794894760412,0.3325610783487784,0.3965829145728643,0.3921856077506533,0.3672732422289881,0.3621163262868744,0.3714251949893642,0.3527789563003818
All Sectors,Unknown/Missing,Non-Credential,Retention Rate,0.3169876100910583,0.3975709070485818,0.4561474036850921,0.4562432277391803,0.4147843942505133,0.4149050519527051,0.4159773103285275,0.3921298260500636
All Sectors,Unknown/Missing,Non-Credential,Retention Rate,13398.0,14244.0,14925.0,15689.0,14123.0,8373.0,8462.0,9428.0
All Sectors,Unknown/Missing,Program Unknown,Retention Rate,0.2246224770235527,0.2237739525820071,0.2619197979160088,0.2570763061681802,0.2376939227808235,0.2852824726467708,0.2667974678858327,0.2623821356843789
All Sectors,Unknown/Missing,Program Unknown,Retention Rate,0.2839918437306067,0.2976615784345566,0.3267761288285443,0.324242245547824,0.2952000466581126,0.3527608667887096,0.3236959982230777,0.309561902168363
All Sectors,Unknown/Missing,Program Unknown,Retention Rate,33839.0,30790.0,31670.0,33916.0,34292.0,23489.0,27013.0,29377.0
Public 4-Year,Total,Total,Retention Rate,0.7482566864639795,0.752002096465809,0.7717988399762352,0.773775130882575,0.7837189270903641,0.7673662233724433,0.7679500926416637,0.7799357710607527
Public 4-Year,Total,Total,Retention Rate,0.8442161528204281,0.847974062858024,0.8663738291389814,0.8664559079761861,0.8631803624229675,0.849484031621413,0.8537432572891118,0.8638951557606511
Public 4-Year,Total,Total,Retention Rate,1052163.0,1057017.0,971187.0,980268.0,976373.0,919630.0,973644.0,1004843.0
Public 4-Year,White,Total,Retention Rate,0.7820251191619697,0.7721008818923597,0.7878603801450215,0.7890724240399374,0.7975266074248498,0.7813835998379525,0.7848635835356662,0.8014079000615013
Public 4-Year,White,Total,Retention Rate,0.8846856480055095,0.8831636858155444,0.8966355110640403,0.8954404577558742,0.8931171100458797,0.8775278221290185,0.8845195217656467,0.8963942851786396
Public 4-Year,White,Total,Retention Rate,551770.0,485320.0,442831.0,438487.0,428076.0,419630.0,434515.0,437389.0
Public 4-Year,White,Full-Time,Retention Rate,0.8056548838356317,0.7955894463519892,0.8029722836576887,0.8067183724261674,0.8148644446747708,0.8015415679134159,0.8036110479181803,0.819283815904767
Public 4-Year,White,Full-Time,Retention Rate,0.9056007891460596,0.9037854889589906,0.9080233526348062,0.9082560399754976,0.9061156600579436,0.8916350486730614,0.8979405627677036,0.9093514452937788
Public 4-Year,White,Full-Time,Retention Rate,502822.0,444434.0,419139.0,414654.0,405222.0,393236.0,408801.0,413134.0
Public 4-Year,White,Part-Time,Retention Rate,0.518856468792284,0.5257609060090154,0.5248961028777542,0.4806740137358249,0.4869727047146402,0.4983337447543816,0.4884257852846467,0.5029375685970688
Public 4-Year,White,Part-Time,Retention Rate,0.6334524511674704,0.6359572327981224,0.667215557123814,0.6236224245328222,0.6189516129032258,0.6434213774376697,0.6392247402636855,0.6423268125766673
Public 4-Year,White,Part-Time,Retention Rate,28823.0,26843.0,12753.0,12522.0,12896.0,16204.0,16459.0,15489.0
Public 4-Year,White,Non-Credential,Retention Rate,0.6630724174653887,0.6381228834059023,0.6436260623229462,0.6375422773393461,0.6526026140793396,0.6449704142011834,0.6393108138744049,0.6443418013856813
Public 4-Year,White,Non-Credential,Retention Rate,0.8141640042598509,0.8085792614094501,0.8132200188857412,0.8213077790304397,0.8284797064893373,0.8333727810650887,0.8367717070958967,0.8255068001026431
Public 4-Year,White,Non-Credential,Retention Rate,7512.0,6201.0,5295.0,5322.0,4361.0,4225.0,4411.0,3897.0
Public 4-Year,White,Program Unknown,Retention Rate,0.5122492666296679,0.3900790614639122,0.3951098511693834,0.3468024711971949,0.3707343219581919,0.31802179379715,0.342485549132948,0.3598274799753543
Public 4-Year,White,Program Unknown,Retention Rate,0.6670102275430112,0.6196123437898495,0.6475903614457831,0.6423442978794457,0.6340896909058424,0.6147527242246438,0.6288191577208918,0.6619429040870816
Public 4-Year,White,Program Unknown,Retention Rate,12613.0,7842.0,5644.0,5989.0,5597.0,5965.0,4844.0,4869.0
Public 4-Year,Hispanic,Total,Retention Rate,0.7305450952878682,0.725263276243301,0.7513879616290101,0.7525908549821441,0.7723556077904634,0.7263460979819211,0.7326753397307916,0.7426969852430817
Public 4-Year,Hispanic,Total,Retention Rate,0.8276943342735642,0.826301390398381,0.8632506412734109,0.8639451018836216,0.857505036937542,0.8213290955383538,0.8361724737553938,0.845980324109002
Public 4-Year,Hispanic,Total,Retention Rate,139682.0,133415.0,113836.0,114248.0,119120.0,117042.0,124216.0,132548.0
Public 4-Year,Hispanic,Full-Time,Retention Rate,0.770506405386288,0.7605592647032781,0.7663836884616105,0.7677524581760566,0.7895532400160995,0.7478007492715416,0.7540353172007849,0.7624656554325383
Public 4-Year,Hispanic,Full-Time,Retention Rate,0.8725559543457948,0.863460074025537,0.8756488821423887,0.8767696537583298,0.8721971289298331,0.8384996068636973,0.8529409199912797,0.8622234144596725
Public 4-Year,Hispanic,Full-Time,Retention Rate,114513.0,112934.0,106722.0,107295.0,111805.0,108105.0,114675.0,123018.0
Public 4-Year,Hispanic,Part-Time,Retention Rate,0.5294616962580463,0.5335922555214191,0.5037159372419489,0.5007391763463569,0.4895010595261028,0.4676380368098159,0.4699140401146132,0.4784708804857853
Public 4-Year,Hispanic,Part-Time,Retention Rate,0.6134964985499045,0.6142832299576836,0.6533856317093312,0.6437170010559662,0.6095164708148719,0.6105828220858895,0.621367171510438,0.6236544300303616
Public 4-Year,Hispanic,Part-Time,Retention Rate,14137.0,17251.0,4844.0,4735.0,5191.0,6520.0,7329.0,7246.0
